respondent_id,site_id,company_id,GPUR_1,GPUR_2,GPUR_3,GPUR_4,GOPS_1,GOPS_2,GOPS_3,GOPS_4,GLOG_1,GLOG_2,GLOG_3,GTRN_1,GTRN_2,GTRN_3,GCOL_1,GCOL_2,GCOL_3,SUPINT_1,SUPINT_2,SUPINT_3,MAINT_1,MAINT_2,MAINT_3,COMP_1,COMP_2,COMP_3,OE_1,OE_2,OE_3,OE_4,OE_5,EP_1,EP_2,EP_3,EP_4,EP_5
SYN_058_R2,SYN_058,SyntheticCo,4,3,4,4,4,5,3,4,4,5,4,4,3,5,4,4,4,5,4,4,5,4,4,5,4,4,5,5,5,4,5,4,4,4,4,4
SYN_058_R3,SYN_058,SyntheticCo,4,5,4,4,3,4,4,3,5,4,5,3,4,4,4,4,5,5,4,4,3,4,4,4,3,4,5,5,3,4,4,4,3,5,4,4
SYN_058_R4,SYN_058,SyntheticCo,5,4,4,4,3,4,5,4,5,4,5,3,3,4,5,5,4,4,4,5,4,4,5,4,5,4,5,4,4,4,4,4,3,3,4,3
SYN_058_R5,SYN_058,SyntheticCo,4,4,5,4,5,4,4,4,5,5,4,3,3,4,3,5,5,4,4,5,3,3,4,4,5,5,5,4,5,4,3,4,3,4,3,4
SYN_059_R1,SYN_059,SyntheticCo,3,4,2,2,2,3,3,2,4,4,3,3,3,3,2,2,3,3,4,4,3,3,4,3,4,3,4,3,3,3,3,4,4,3,3,3
SYN_059_R2,SYN_059,SyntheticCo,2,4,3,4,3,3,3,2,3,4,4,4,4,3,3,3,2,3,3,3,3,3,4,1,3,2,3,3,4,4,3,4,4,4,3,3
SYN_059_R3,SYN_059,SyntheticCo,3,3,2,2,3,3,2,3,4,4,4,3,3,4,2,2,3,2,4,3,4,2,3,3,2,2,3,3,3,2,3,4,3,3,4,4
SYN_059_R4,SYN_059,SyntheticCo,3,2,3,3,3,3,3,2,4,3,4,2,3,4,2,3,1,3,3,4,2,3,4,2,2,3,2,3,4,4,3,3,4,4,3,4
SYN_059_R5,SYN_059,SyntheticCo,4,4,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,2,4,3,4,4,2,3,4,3
SYN_060_R1,SYN_060,SyntheticCo,3,4,4,4,3,5,4,3,3,4,4,3,4,5,4,3,3,5,4,5,4,4,3,3,3,4,3,3,3,2,2,4,3,3,4,4
SYN_060_R2,SYN_060,SyntheticCo,4,5,4,4,4,3,4,2,3,4,3,3,5,4,3,4,3,4,4,3,4,4,4,3,3,4,3,4,3,4,2,3,2,3,4,3
SYN_060_R3,SYN_060,SyntheticCo,4,5,4,4,4,4,4,5,3,3,3,4,4,3,3,3,4,4,4,3,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3
SYN_060_R4,SYN_060,SyntheticCo,3,3,2,2,3,5,5,3,4,3,3,3,4,4,4,4,4,4,3,3,3,4,3,2,3,2,4,3,4,4,3,3,3,3,3,2
SYN_060_R5,SYN_060,SyntheticCo,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,5,3,4,2,3,4,3,3,4,2,3,3,4,2,3,3,3,4
SYN_061_R1,SYN_061,SyntheticCo,3,2,2,2,2,2,2,2,2,2,2,3,3,4,4,2,2,3,4,3,3,4,3,3,3,3,4,3,4,3,3,2,3,3,2,3
SYN_061_R2,SYN_061,SyntheticCo,2,3,3,2,2,2,4,2,2,1,1,3,3,4,3,4,2,3,2,4,3,3,2,3,3,3,3,4,4,3,4,1,3,2,3,2
SYN_061_R3,SYN_061,SyntheticCo,3,3,2,2,2,4,3,2,2,3,2,3,3,3,2,1,2,4,3,3,3,4,3,4,3,3,3,3,3,4,3,3,4,3,4,3
SYN_061_R4,SYN_061,SyntheticCo,3,1,2,3,4,3,3,2,2,3,1,4,4,3,2,2,3,4,3,3,3,3,3,3,2,2,3,2,3,3,3,4,2,4,3,3
SYN_061_R5,SYN_061,SyntheticCo,2,3,3,3,1,3,3,2,3,3,2,4,3,3,2,2,1,3,2,4,4,3,3,2,3,4,3,2,4,4,4,4,4,3,2,3
SYN_062_R1,SYN_062,SyntheticCo,3,3,3,2,3,4,5,3,3,3,4,5,3,4,3,3,4,4,3,3,4,3,4,4,4,3,3,3,3,4,4,4,3,3,5,4
SYN_062_R2,SYN_062,SyntheticCo,3,3,4,4,4,3,3,5,4,3,4,3,4,4,2,3,3,5,3,4,4,3,4,3,3,4,4,4,3,3,4,4,4,4,3,3
SYN_062_R3,SYN_062,SyntheticCo,3,4,4,4,3,4,3,4,3,3,5,4,3,4,2,2,4,4,3,3,4,5,4,2,5,4,4,4,4,4,3,3,4,4,3,3
SYN_062_R4,SYN_062,SyntheticCo,4,3,3,3,3,2,3,4,3,4,4,4,4,3,2,3,3,4,3,3,4,5,4,3,3,3,3,4,4,3,3,4,3,4,3,3
SYN_062_R5,SYN_062,SyntheticCo,3,3,2,3,4,3,2,2,3,2,3,5,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,3,3,5,4
SYN_063_R1,SYN_063,SyntheticCo,3,5,3,4,3,3,3,4,4,4,4,4,4,5,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,2,3,3,4,3,3
SYN_063_R2,SYN_063,SyntheticCo,4,3,3,4,3,3,3,3,4,4,3,4,4,5,4,4,5,3,3,2,5,5,3,3,4,5,3,3,5,4,4,3,4,3,3,4
SYN_063_R3,SYN_063,SyntheticCo,2,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,3,4,4,5,3,4,4,4,4,4,3,3
SYN_063_R4,SYN_063,SyntheticCo,2,4,4,4,3,3,4,4,5,4,4,5,4,4,4,3,4,3,4,4,4,3,5,3,3,3,5,4,4,3,3,4,4,4,4,2
SYN_063_R5,SYN_063,SyntheticCo,3,4,3,3,3,4,4,4,3,4,3,4,3,3,4,5,3,3,4,4,4,4,3,3,4,3,4,3,4,4,4,3,3,4,3,4
SYN_064_R1,SYN_064,SyntheticCo,2,3,2,3,4,4,3,3,4,3,3,5,3,4,3,4,4,3,3,2,3,4,3,3,2,3,3,3,3,3,3,3,3,4,3,2
SYN_064_R2,SYN_064,SyntheticCo,3,4,3,4,3,4,4,4,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,2,4,3,3,4,3,2,3,4,4,2,4
SYN_064_R3,SYN_064,SyntheticCo,3,2,2,4,2,3,4,4,4,3,4,3,4,4,3,4,3,4,2,3,4,4,4,4,3,3,4,4,4,2,3,4,3,4,4,3
SYN_064_R4,SYN_064,SyntheticCo,2,3,4,2,3,3,4,3,3,4,4,3,3,4,4,3,3,3,3,2,3,3,3,4,3,3,4,3,4,4,3,5,4,3,4,3
SYN_064_R5,SYN_064,SyntheticCo,3,2,2,3,4,4,4,4,4,3,4,4,4,3,5,4,4,4,3,3,4,4,5,4,3,3,4,4,3,3,3,4,3,4,4,4
SYN_065_R1,SYN_065,SyntheticCo,4,3,4,3,5,5,5,4,4,4,4,4,5,4,3,5,4,3,3,5,5,4,5,4,4,4,4,4,3,4,5,4,3,4,3,3
SYN_065_R2,SYN_065,SyntheticCo,4,3,4,3,5,5,4,3,4,4,4,4,4,4,4,4,3,5,3,4,4,4,4,4,3,4,3,5,4,4,3,3,4,5,4,4
SYN_065_R3,SYN_065,SyntheticCo,4,3,4,3,3,3,5,4,4,4,3,4,4,3,3,3,4,4,3,3,5,3,4,4,4,4,3,4,4,4,3,4,4,3,3,4
SYN_065_R4,SYN_065,SyntheticCo,3,3,3,3,3,4,5,5,4,3,4,4,4,5,3,2,3,4,4,3,3,4,3,4,3,3,3,4,4,4,4,4,3,3,3,5
SYN_065_R5,SYN_065,SyntheticCo,3,3,4,3,5,4,4,5,5,5,4,4,4,4,3,4,4,4,3,4,3,3,4,4,5,4,5,4,4,5,3,3,4,4,4,4
SYN_066_R1,SYN_066,SyntheticCo,3,4,3,4,5,3,4,4,3,3,3,3,5,4,4,4,3,4,2,3,3,4,4,3,4,2,4,4,3,5,3,3,3,4,4,5
SYN_066_R2,SYN_066,SyntheticCo,4,4,5,4,5,5,4,4,2,3,2,3,4,3,4,4,4,3,4,3,4,3,4,4,4,3,3,3,3,3,4,4,3,4,3,4
SYN_066_R3,SYN_066,SyntheticCo,3,3,3,3,5,4,4,5,4,2,3,4,4,4,3,5,4,3,3,2,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,3
SYN_066_R4,SYN_066,SyntheticCo,4,4,5,3,4,5,4,4,2,4,2,4,4,4,3,5,4,3,4,3,4,5,4,2,4,4,4,4,3,4,3,3,4,4,3,4
SYN_066_R5,SYN_066,SyntheticCo,4,3,3,3,4,4,5,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,5,3,4,3,4,4,5,5,4,5,3,3,3,4
SYN_067_R1,SYN_067,SyntheticCo,3,2,4,5,4,4,3,3,3,4,3,3,4,4,3,3,3,3,4,3,4,3,4,4,4,4,3,2,3,3,2,3,2,3,3,3
SYN_067_R2,SYN_067,SyntheticCo,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,2,3,4,3,5,5,4,4,3,3,3,4,3,3,4,3,4
SYN_067_R3,SYN_067,SyntheticCo,4,3,4,3,3,3,5,3,3,2,4,3,3,3,4,4,3,3,3,4,3,4,3,4,4,5,2,2,4,4,2,3,3,3,3,2
SYN_067_R4,SYN_067,SyntheticCo,3,3,3,3,4,3,3,3,3,3,2,2,3,3,2,2,3,3,2,4,3,4,3,4,4,2,3,3,3,2,3,3,3,3,4,4
SYN_067_R5,SYN_067,SyntheticCo,4,4,3,5,3,3,4,4,3,3,2,4,3,4,2,3,3,4,4,4,2,3,3,4,5,4,2,3,5,4,1,3,4,3,3,3
SYN_068_R1,SYN_068,SyntheticCo,4,3,5,4,3,4,2,3,3,5,3,2,3,3,4,5,4,4,3,4,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,5
SYN_068_R2,SYN_068,SyntheticCo,3,4,5,3,3,3,2,3,4,4,3,3,4,4,4,3,4,3,4,3,2,3,4,4,4,4,4,4,3,4,5,4,4,4,4,4
SYN_068_R3,SYN_068,SyntheticCo,4,4,4,3,3,3,3,2,4,4,3,4,2,4,3,2,3,3,3,3,3,3,2,5,4,3,3,4,3,4,3,4,3,4,4,4
SYN_068_R4,SYN_068,SyntheticCo,3,4,4,3,3,3,3,3,3,3,4,4,2,2,4,3,4,4,4,3,4,3,4,4,3,4,5,4,4,3,4,3,4,4,5,3
SYN_068_R5,SYN_068,SyntheticCo,4,5,4,4,3,3,2,3,3,4,3,3,3,3,3,3,3,4,4,3,3,2,3,4,3,3,3,4,4,3,3,4,4,4,4,4
SYN_069_R1,SYN_069,SyntheticCo,4,5,4,4,4,5,4,5,3,3,4,3,4,4,3,4,3,4,5,4,5,4,4,3,3,4,4,4,5,4,4,5,3,5,4,4
SYN_069_R2,SYN_069,SyntheticCo,4,4,5,5,4,4,4,5,2,4,3,2,3,5,3,4,4,4,4,3,4,5,4,4,3,5,4,5,4,5,3,4,4,4,5,4
SYN_069_R3,SYN_069,SyntheticCo,5,4,4,4,4,4,4,5,3,5,4,4,4,3,4,5,4,5,5,4,4,5,5,3,4,3,4,5,4,3,5,3,3,5,4,4
SYN_069_R4,SYN_069,SyntheticCo,4,3,3,4,3,4,4,4,4,4,4,3,4,4,2,4,4,4,3,4,4,5,3,3,4,3,4,5,5,5,5,4,4,4,4,4
SYN_069_R5,SYN_069,SyntheticCo,4,4,5,4,5,4,3,5,3,3,3,3,3,3,3,4,4,5,3,4,4,4,4,4,3,3,5,4,3,4,3,3,4,5,4,4
SYN_070_R1,SYN_070,SyntheticCo,2,3,3,3,4,4,3,4,3,2,2,4,5,3,4,3,4,3,3,4,3,4,5,4,3,3,3,4,4,3,3,3,4,5,3,3
SYN_070_R2,SYN_070,SyntheticCo,2,4,3,3,3,3,4,5,3,2,2,3,5,4,3,4,3,4,3,3,3,4,4,3,4,3,4,4,3,4,4,3,3,4,5,3
SYN_070_R3,SYN_070,SyntheticCo,3,3,3,3,3,3,2,3,3,3,3,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,5,3,4,4,4,4,4
SYN_070_R4,SYN_070,SyntheticCo,3,4,4,3,4,4,4,4,2,3,3,4,4,5,3,2,4,3,3,3,3,3,3,3,4,5,4,4,3,4,4,3,4,4,4,4
SYN_070_R5,SYN_070,SyntheticCo,2,3,2,3,4,3,4,4,3,2,2,4,5,4,4,4,3,4,4,4,4,5,3,5,4,5,4,4,5,3,4,3,4,3,4,5
SYN_071_R1,SYN_071,SyntheticCo,4,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,4,3,3,3,3,2,4,2,4,3,4,4,4,3,4,4,2,4,3,3
SYN_071_R2,SYN_071,SyntheticCo,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,4,3,3,4,3,5,3,2,3,3,2,4
SYN_071_R3,SYN_071,SyntheticCo,3,3,3,3,3,1,2,2,4,3,3,3,4,2,3,3,3,2,3,3,2,2,2,3,3,3,2,3,4,4,3,3,2,4,4,3
SYN_071_R4,SYN_071,SyntheticCo,4,3,2,2,2,4,2,2,3,4,4,3,2,3,4,3,3,4,4,3,3,2,3,2,2,2,4,2,4,3,4,3,2,4,4,2
SYN_071_R5,SYN_071,SyntheticCo,3,2,3,3,2,1,2,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,4,3,2,4,3,4,4,3,3,3,3,3,4
SYN_072_R1,SYN_072,SyntheticCo,4,3,4,3,2,2,4,3,3,3,3,3,4,4,3,3,3,2,2,5,4,4,3,3,3,2,3,4,4,3,3,4,3,4,4,4
SYN_072_R2,SYN_072,SyntheticCo,3,3,3,2,2,3,3,2,3,4,2,4,5,4,2,3,2,3,3,3,3,3,3,3,3,4,4,2,4,3,4,4,4,4,4,4
SYN_072_R3,SYN_072,SyntheticCo,3,3,3,4,3,3,3,3,3,3,2,3,5,3,4,3,3,2,3,4,4,3,2,3,3,4,4,4,3,4,3,4,4,3,3,3
SYN_072_R4,SYN_072,SyntheticCo,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,2,4,3,3,3,3,3,2,3,4,3,4,2,3,4,3,3,3,2,3,4
SYN_072_R5,SYN_072,SyntheticCo,3,3,2,2,4,3,2,3,3,2,2,4,4,4,3,2,3,3,3,3,3,1,4,3,2,3,3,3,3,4,3,3,4,4,4,4
SYN_073_R1,SYN_073,SyntheticCo,3,3,3,2,3,3,4,3,3,2,3,3,3,2,2,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4
SYN_073_R2,SYN_073,SyntheticCo,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,4,3,5,3,2,3,4,3,3,4,3
SYN_073_R3,SYN_073,SyntheticCo,3,4,3,4,2,3,3,4,4,4,2,3,3,3,4,3,3,4,2,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,3
SYN_073_R4,SYN_073,SyntheticCo,2,3,3,3,3,4,3,4,2,3,4,4,5,3,3,4,2,2,3,4,2,4,4,5,4,4,4,4,3,2,3,3,3,2,3,3
SYN_073_R5,SYN_073,SyntheticCo,3,4,3,2,2,4,3,4,4,2,3,4,4,2,3,2,4,3,2,3,4,3,3,3,3,3,3,4,4,3,4,3,2,4,3,4
SYN_074_R1,SYN_074,SyntheticCo,3,5,4,3,3,4,3,5,3,4,3,5,4,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,5,3,3,3,4,3
SYN_074_R2,SYN_074,SyntheticCo,4,4,3,3,3,3,3,5,3,3,3,5,4,5,3,4,3,4,3,3,3,3,4,4,3,4,4,4,4,5,5,4,2,3,4,3
SYN_074_R3,SYN_074,SyntheticCo,4,4,4,4,4,4,4,4,2,4,3,4,5,4,2,4,3,4,4,4,4,4,4,4,4,3,5,3,4,3,4,3,3,4,3,3
SYN_074_R4,SYN_074,SyntheticCo,3,4,4,3,3,4,4,3,3,2,4,5,4,4,3,4,3,3,3,4,4,4,4,4,4,5,5,4,4,2,5,4,3,2,3,4
SYN_074_R5,SYN_074,SyntheticCo,3,4,4,4,4,4,3,3,3,4,4,5,4,3,4,3,5,3,5,4,3,4,4,4,5,5,4,4,3,4,4,2,3,3,3,3
SYN_075_R1,SYN_075,SyntheticCo,3,5,4,4,4,3,4,3,3,3,4,5,5,5,4,2,2,2,3,3,3,4,4,3,3,4,4,4,3,2,4,3,3,2,2,3
SYN_075_R2,SYN_075,SyntheticCo,3,3,4,3,5,3,4,4,3,4,4,4,5,3,2,4,3,3,4,2,4,4,3,5,4,3,4,3,4,4,3,4,4,3,3,4
SYN_075_R3,SYN_075,SyntheticCo,3,3,3,3,3,4,3,3,3,3,4,4,4,3,2,3,3,3,4,3,3,3,4,4,3,4,5,3,4,3,4,4,4,4,3,3
SYN_075_R4,SYN_075,SyntheticCo,4,4,2,4,3,4,4,3,4,4,4,4,5,4,3,3,4,4,3,3,4,4,5,4,5,4,3,3,3,4,4,3,4,4,4,3
SYN_075_R5,SYN_075,SyntheticCo,3,4,3,4,4,3,4,4,3,4,4,3,4,4,2,2,3,3,3,2,5,4,3,5,4,4,4,4,4,4,3,2,4,3,4,4
SYN_076_R1,SYN_076,SyntheticCo,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,2,4,2,4,4,4,5,4,5,3,2,4,5,4,3,4,4,4,5,3,4
SYN_076_R2,SYN_076,SyntheticCo,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,5,4,3,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,5,4,3
SYN_076_R3,SYN_076,SyntheticCo,3,3,3,4,3,4,3,3,4,5,3,5,3,3,3,4,3,3,3,3,3,5,4,4,3,4,4,5,3,4,4,4,4,4,4,4
SYN_076_R4,SYN_076,SyntheticCo,5,4,4,2,3,3,3,4,3,4,4,5,4,5,3,4,4,3,2,3,4,4,3,4,4,3,3,5,4,4,3,3,3,4,4,3
SYN_076_R5,SYN_076,SyntheticCo,4,3,4,4,3,4,4,3,4,5,3,4,4,3,3,3,3,4,4,3,4,4,4,2,5,3,5,4,3,4,5,5,3,3,4,4
SYN_077_R1,SYN_077,SyntheticCo,5,4,3,4,3,4,4,4,5,4,4,3,2,3,5,3,4,4,4,4,3,3,4,2,2,4,3,4,4,4,3,3,4,5,3,3
SYN_077_R2,SYN_077,SyntheticCo,4,4,4,3,3,4,4,3,4,4,5,3,3,3,4,3,2,5,4,4,3,3,4,4,2,3,3,3,4,3,4,4,4,5,4,4
SYN_077_R3,SYN_077,SyntheticCo,5,5,5,2,4,4,4,4,5,5,4,4,3,3,4,4,4,4,5,4,5,4,3,4,2,3,3,4,3,3,3,3,4,4,3,4
SYN_077_R4,SYN_077,SyntheticCo,4,3,3,4,4,4,4,5,5,5,5,2,2,3,4,4,4,4,4,4,3,4,3,3,3,3,4,3,3,4,4,3,5,5,3,5
SYN_077_R5,SYN_077,SyntheticCo,3,5,3,5,3,4,3,3,5,4,5,3,4,2,3,3,5,4,3,3,3,4,4,3,2,3,3,4,4,3,4,4,4,3,4,4
SYN_078_R1,SYN_078,SyntheticCo,3,4,3,4,4,3,4,3,4,4,3,3,3,3,4,3,4,3,4,4,5,4,4,2,3,4,4,2,5,5,4,4,4,3,5,3
SYN_078_R2,SYN_078,SyntheticCo,3,3,3,3,5,5,4,3,3,4,4,3,4,3,4,4,4,5,3,3,4,5,5,3,3,4,4,5,4,4,4,3,4,3,4,4
SYN_078_R3,SYN_078,SyntheticCo,4,4,3,4,4,5,5,4,4,4,3,2,2,3,3,3,4,3,4,4,4,4,5,3,3,3,4,4,4,4,5,4,4,4,3,4
SYN_078_R4,SYN_078,SyntheticCo,3,2,3,4,4,4,4,3,4,5,4,2,3,4,4,3,5,3,3,3,3,4,5,4,3,2,4,4,4,4,4,4,4,4,5,4
SYN_078_R5,SYN_078,SyntheticCo,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,5,4,5,4,2,3,4,4,3,3,4,3,3,4,4,3
SYN_079_R1,SYN_079,SyntheticCo,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,5,4,3,4,4,4,5,4,4,5,4,4,3,3,5,4,3,4,3,4
SYN_079_R2,SYN_079,SyntheticCo,3,3,2,3,5,3,4,4,4,4,4,4,5,5,5,2,3,3,4,2,3,5,4,3,4,4,3,4,3,3,5,4,4,4,5,4
SYN_079_R3,SYN_079,SyntheticCo,4,3,4,4,4,4,4,4,3,4,4,4,5,4,3,4,4,3,3,3,4,5,4,4,4,5,4,4,4,4,2,4,4,4,4,3
SYN_079_R4,SYN_079,SyntheticCo,2,3,4,2,3,3,4,5,4,4,4,4,4,5,4,4,4,3,4,3,5,3,5,5,4,5,4,4,4,4,5,4,3,3,4,4
SYN_079_R5,SYN_079,SyntheticCo,3,5,4,3,3,4,4,5,4,4,4,5,4,5,4,4,3,3,3,3,3,4,4,3,4,4,4,3,3,4,3,4,4,4,4,5
SYN_080_R1,SYN_080,SyntheticCo,3,5,3,5,2,5,3,4,4,3,3,2,3,3,3,4,3,4,4,4,3,5,4,3,3,4,3,4,4,3,5,5,3,3,4,3
SYN_080_R2,SYN_080,SyntheticCo,5,4,5,4,3,4,3,4,4,3,3,2,3,3,4,3,3,3,5,4,4,4,3,3,4,4,3,3,3,3,5,4,3,4,4,3
SYN_080_R3,SYN_080,SyntheticCo,4,5,4,4,3,2,3,4,3,5,4,2,2,2,4,4,4,4,4,3,4,4,4,4,3,4,3,5,3,4,4,4,4,4,4,4
SYN_080_R4,SYN_080,SyntheticCo,4,4,5,5,3,4,2,3,4,4,3,4,4,3,3,4,3,5,3,4,4,4,3,3,4,3,3,4,4,4,4,5,5,3,4,4
SYN_080_R5,SYN_080,SyntheticCo,4,3,4,4,3,3,3,5,4,3,4,4,3,1,5,2,3,3,3,4,3,4,4,3,3,3,3,3,3,4,4,3,3,4,3,4
SYN_081_R1,SYN_081,SyntheticCo,5,4,3,4,3,3,3,4,4,4,5,4,4,4,3,5,4,4,4,3,4,4,4,3,3,2,3,3,3,4,4,4,5,4,4,4
SYN_081_R2,SYN_081,SyntheticCo,5,4,4,3,3,4,2,4,5,4,4,5,5,4,4,4,4,4,4,5,3,3,3,3,3,4,3,4,3,4,4,5,4,5,4,5
SYN_081_R3,SYN_081,SyntheticCo,4,4,5,5,3,3,3,4,5,4,4,3,4,3,5,4,4,5,3,5,4,2,4,4,3,3,3,5,3,3,4,3,4,5,4,4
SYN_081_R4,SYN_081,SyntheticCo,4,4,4,4,3,3,3,4,5,4,4,4,5,3,4,4,4,4,5,4,4,4,4,4,4,5,5,3,4,4,5,4,4,4,4,4
SYN_081_R5,SYN_081,SyntheticCo,4,3,5,4,3,4,3,3,4,4,5,4,3,5,4,3,4,3,3,4,3,4,4,4,3,4,5,4,4,3,4,5,4,4,4,4
SYN_082_R1,SYN_082,SyntheticCo,3,4,4,4,3,2,2,2,3,5,5,4,3,2,4,3,5,2,3,3,3,3,3,3,4,3,3,3,3,2,2,3,2,2,3,2
SYN_082_R2,SYN_082,SyntheticCo,3,4,3,4,2,2,2,3,4,4,3,4,2,2,5,4,4,3,4,3,2,3,3,4,4,3,2,4,2,3,2,2,3,2,3,2
SYN_082_R3,SYN_082,SyntheticCo,4,3,4,4,4,2,1,3,4,3,3,3,4,3,2,4,4,3,3,3,2,4,3,2,4,3,2,2,2,3,3,3,2,3,2,2
SYN_082_R4,SYN_082,SyntheticCo,4,5,3,4,3,4,4,2,4,4,4,4,2,3,4,4,3,2,4,3,2,2,3,3,3,2,3,3,2,1,3,3,2,3,3,2
SYN_082_R5,SYN_082,SyntheticCo,4,3,4,5,3,3,3,3,5,4,4,3,4,3,3,2,4,3,3,2,4,3,4,3,4,2,3,2,2,2,2,2,2,2,3,3
SYN_083_R1,SYN_083,SyntheticCo,4,2,3,4,4,3,4,3,3,4,4,3,3,3,3,4,3,4,4,3,3,3,3,3,4,4,5,3,4,4,3,3,4,3,3,3
SYN_083_R2,SYN_083,SyntheticCo,2,3,3,3,4,2,4,4,3,4,3,4,4,4,3,3,2,4,4,3,4,5,4,3,3,3,3,4,3,3,3,3,3,2,4,3
SYN_083_R3,SYN_083,SyntheticCo,5,3,4,4,3,3,3,3,4,4,3,5,4,4,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4
SYN_083_R4,SYN_083,SyntheticCo,3,4,2,4,2,3,4,3,3,3,4,3,4,4,3,3,2,4,3,3,3,4,5,4,3,3,2,4,3,3,3,3,4,2,4,3
SYN_083_R5,SYN_083,SyntheticCo,3,3,4,2,3,4,3,3,4,4,4,3,3,4,2,4,4,3,4,4,5,5,3,3,4,3,4,4,3,3,3,3,3,4,3,2
SYN_084_R1,SYN_084,SyntheticCo,3,3,3,4,2,2,3,2,3,3,4,3,3,3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,3,3,4,3,3,4,3,4
SYN_084_R2,SYN_084,SyntheticCo,4,3,4,3,4,3,3,4,3,3,4,5,3,3,4,3,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4
SYN_084_R3,SYN_084,SyntheticCo,5,2,5,4,4,3,4,3,3,3,4,3,4,3,3,3,3,4,3,3,2,3,4,3,4,5,5,4,4,3,3,4,4,4,3,4
SYN_084_R4,SYN_084,SyntheticCo,4,4,4,3,3,3,3,3,4,4,3,4,3,4,3,4,4,4,4,4,3,4,3,3,4,4,5,4,4,5,3,3,3,2,4,3
SYN_084_R5,SYN_084,SyntheticCo,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,4,5,4,5,3,2,3,4,4,4,2,4,4,3,4,4,4,4,4,3
SYN_085_R1,SYN_085,SyntheticCo,3,2,3,4,2,3,2,3,3,3,3,3,3,2,4,4,4,3,3,3,2,3,3,4,2,3,3,2,3,3,3,3,3,3,2,3
SYN_085_R2,SYN_085,SyntheticCo,3,3,3,3,4,2,4,3,3,3,2,1,3,4,2,2,3,3,4,3,2,3,1,2,3,3,4,3,2,2,4,4,4,3,2,3
SYN_085_R3,SYN_085,SyntheticCo,3,4,3,3,3,3,3,3,2,4,2,3,1,2,3,3,2,3,3,3,2,3,2,4,3,3,3,4,2,3,3,2,2,3,2,3
SYN_085_R4,SYN_085,SyntheticCo,4,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,2,4,4,4,2,3,3,3,3,3,3,3,4,2,3,3,2,2,3
SYN_085_R5,SYN_085,SyntheticCo,3,3,3,3,4,3,2,3,4,2,3,3,1,3,3,3,2,3,3,3,3,3,4,2,2,3,3,3,3,3,3,3,2,3,1,4
SYN_086_R1,SYN_086,SyntheticCo,4,4,4,4,4,4,4,4,4,3,5,4,3,3,4,4,4,4,3,3,3,4,3,4,3,4,4,4,3,4,4,4,4,3,5,3
SYN_086_R2,SYN_086,SyntheticCo,3,4,3,3,5,4,3,4,3,4,3,4,3,5,4,4,4,4,4,4,5,3,2,2,4,3,4,4,3,4,3,4,4,4,4,4
SYN_086_R3,SYN_086,SyntheticCo,4,4,5,4,4,4,5,4,4,4,4,3,4,4,4,5,4,5,5,5,4,4,5,3,3,3,3,2,4,3,4,3,4,3,3,4
SYN_086_R4,SYN_086,SyntheticCo,4,4,4,4,4,4,4,5,5,3,4,4,5,3,4,4,4,4,4,5,3,5,3,3,4,3,3,4,4,4,3,4,3,3,3,4
SYN_086_R5,SYN_086,SyntheticCo,3,4,3,5,4,3,4,5,4,4,5,4,4,3,4,3,4,5,5,4,3,3,3,3,2,3,5,4,4,3,3,3,3,4,4,3
